Ride_ID,Fare,Distance_Miles,Ride_Request_Time,Pickup_Time,Dropoff_Time,Ride_Duration_Minutes,Source_Zone,Destination_Zone,Driver_Rating_by_Customer,Ride_Status,Cancelled_By,Driver_ID,Customer_ID
1135,42.06,14.3,2023-01-11 14:42:14,2023-01-11 14:47:14,2023-01-11 16:02:14,75.0,Staten Island (Residential),Flushing (Queens),3,Completed,,DRV_36345F,CUST_541E087
1136,11.26,2.51,2023-03-25 03:13:26,2023-03-25 03:22:26,2023-03-25 03:33:26,11.0,Forest Hills (Queens),JFK Airport,4,Cancelled_by_Customer,Customer,DRV_EB8599,CUST_5F7AE38
1137,25.38,7.7,2023-02-23 23:19:42,2023-02-23 23:26:42,2023-02-23 23:57:42,31.0,Forest Hills (Queens),Park Slope (Brooklyn),5,Completed,,DRV_25B7B9,CUST_ED10275
1138,16.53,5.91,2023-03-30 08:55:41,2023-03-30 09:00:41,2023-03-30 09:32:41,32.0,Harlem (Manhattan),Bay Ridge (Brooklyn),3,Completed,,DRV_3731AA,CUST_A54076E
1139,8.55,2.02,2023-01-28 09:38:47,2023-01-28 09:52:47,2023-01-28 10:04:47,12.0,Riverdale (Bronx),JFK Airport,3,Completed,,DRV_E462CB,CUST_41D4F30
1140,27.82,9.34,2023-01-19 17:45:36,2023-01-19 17:54:36,2023-01-19 18:33:36,39.0,JFK Airport,Forest Hills (Queens),3,Completed,,DRV_B23786,CUST_97AE8EC
1141,8.75,1.82,2023-02-23 13:27:02,2023-02-23 13:40:02,2023-02-23 13:52:02,12.0,Greenwich Village,Financial District,5,Completed,,DRV_1CB860,CUST_DCE787E
1142,17.15,7.03,2023-01-31 01:39:31,2023-01-31 01:41:31,2023-01-31 02:33:31,52.0,Harlem (Manhattan),Riverdale (Bronx),5,Completed,,DRV_8DDA76,CUST_C555F23
1143,25.95,4.2,2023-03-15 03:30:51,2023-03-15 03:42:51,2023-03-15 04:23:51,41.0,Financial District,Midtown Manhattan,4,Completed,,DRV_8FBFA5,CUST_8AE1468
1144,32.03,10.27,2023-01-14 14:07:26,2023-01-14 14:17:26,2023-01-14 14:58:26,41.0,SoHo,Greenwich Village,4,Completed,,DRV_CFD122,CUST_8EC0BFD
1145,18.01,4.63,2023-02-04 08:13:55,2023-02-04 08:15:55,2023-02-04 08:55:55,40.0,Greenwich Village,Long Island City (Queens),5,Completed,,DRV_BD67D6,CUST_6059598
1146,24.14,11.1,2023-03-15 17:52:26,2023-03-15 18:07:26,2023-03-15 19:02:26,55.0,Financial District,Upper East Side (Manhattan),4,No_Show_Customer,Customer,DRV_36DC55,CUST_D05525B
1147,5.0,0.72,2023-01-03 14:54:56,2023-01-03 14:57:56,2023-01-03 15:13:56,16.0,LaGuardia Airport (LGA),Williamsburg (Brooklyn),5,Completed,,DRV_596F07,CUST_5FE0895
1148,15.28,3.46,2023-02-11 12:23:46,2023-02-11 12:37:46,2023-02-11 12:51:46,14.0,Midtown Manhattan,Staten Island (Residential),5,Completed,,DRV_07303A,CUST_5390E4B
1149,13.73,4.08,2023-01-03 01:21:25,2023-01-03 01:22:25,2023-01-03 01:53:25,31.0,Forest Hills (Queens),JFK Airport,4,Completed,,DRV_5B8E10,CUST_66DCE5C
1150,8.36,1.89,2023-02-06 05:05:50,2023-02-06 05:06:50,2023-02-06 05:31:50,25.0,Midtown Manhattan,Upper East Side (Manhattan),4,Completed,,DRV_913336,CUST_6D2932B
1151,83.32,33.43,2023-02-27 01:26:33,2023-02-27 01:34:33,2023-02-27 04:23:33,169.0,Upper East Side (Manhattan),Long Island City (Queens),3,Completed,,DRV_E8B7BC,CUST_2CC6EE9
1152,21.31,8.91,2023-01-15 13:51:55,2023-01-15 14:00:55,2023-01-15 14:41:55,41.0,Staten Island (Residential),Harlem (Manhattan),4,Completed,,DRV_1FEFF6,CUST_CB1A1AF
1153,57.61,27.09,2023-01-10 09:55:55,2023-01-10 10:02:55,2023-01-10 11:45:55,103.0,The Bronx (Residential),Long Island City (Queens),5,No_Show_Customer,Customer,DRV_8032E8,CUST_CA9692E
1154,18.74,4.16,2023-02-18 00:08:19,2023-02-18 00:20:19,2023-02-18 00:52:19,32.0,Bay Ridge (Brooklyn),Flushing (Queens),5,Completed,,DRV_F9F9DB,CUST_C950292
1155,15.97,7.0,2023-03-09 13:29:27,2023-03-09 13:30:27,2023-03-09 14:03:27,33.0,JFK Airport,Forest Hills (Queens),5,Completed,,DRV_621AF5,CUST_9E16526
1156,19.85,6.32,2023-01-31 08:19:41,2023-01-31 08:21:41,2023-01-31 08:48:41,27.0,Park Slope (Brooklyn),Newark Liberty Airport (EWR),4,Completed,,DRV_1BDBAF,CUST_F7EBFB5
1157,11.32,2.97,2023-03-03 04:07:10,2023-03-03 04:19:10,2023-03-03 04:41:10,22.0,Harlem (Manhattan),Upper East Side (Manhattan),5,Completed,,DRV_91B05F,CUST_EB957A8
1158,8.85,2.39,2023-03-12 01:09:58,2023-03-12 01:11:58,2023-03-12 01:27:58,16.0,SoHo,Forest Hills (Queens),2,Completed,,DRV_A99028,CUST_B12AB54
1159,37.38,11.13,2023-01-26 23:53:39,2023-01-27 00:06:39,2023-01-27 00:46:39,40.0,Williamsburg (Brooklyn),Harlem (Manhattan),4,Completed,,DRV_E24F84,CUST_D401A45
1160,73.93,31.61,2023-02-23 09:54:20,2023-02-23 10:00:20,2023-02-23 13:40:20,220.0,Park Slope (Brooklyn),Long Island City (Queens),4,Completed,,DRV_422A66,CUST_E7E5A6B
1161,5.07,0.78,2023-03-30 11:24:43,2023-03-30 11:30:43,2023-03-30 11:36:43,6.0,SoHo,JFK Airport,4,Completed,,DRV_4860A3,CUST_D9ECBBE
1162,42.97,18.6,2023-03-02 15:26:48,2023-03-02 15:40:48,2023-03-02 16:39:48,59.0,The Bronx (Residential),Flushing (Queens),4,Completed,,DRV_6C4B58,CUST_1B568E8
1163,19.76,6.99,2023-02-25 22:07:14,2023-02-25 22:13:14,2023-02-25 22:44:14,31.0,Long Island City (Queens),Flushing (Queens),5,Completed,,DRV_6D8F6A,CUST_A0910BD
1164,16.34,6.26,2023-02-19 12:28:11,2023-02-19 12:29:11,2023-02-19 13:02:11,33.0,Park Slope (Brooklyn),Staten Island (Residential),5,Completed,,DRV_D99B9B,CUST_6E6F0EF
1165,22.56,7.43,2023-03-02 00:52:44,2023-03-02 01:05:44,2023-03-02 01:39:44,34.0,JFK Airport,Long Island City (Queens),5,Cancelled_by_Customer,Customer,DRV_108E34,CUST_0DA1D15
1166,18.67,6.09,2023-03-07 06:59:44,2023-03-07 07:13:44,2023-03-07 07:45:44,32.0,Financial District,Harlem (Manhattan),4,Completed,,DRV_3104DF,CUST_14BD871
1167,18.4,5.64,2023-01-16 12:17:45,2023-01-16 12:32:45,2023-01-16 13:04:45,32.0,Park Slope (Brooklyn),The Bronx (Residential),4,Completed,,DRV_4CF434,CUST_19543B4
1168,22.38,8.05,2023-02-07 13:52:54,2023-02-07 14:01:54,2023-02-07 14:30:54,29.0,The Bronx (Residential),Upper East Side (Manhattan),4,Completed,,DRV_C413FB,CUST_CB0C774
1169,40.68,11.54,2023-02-01 00:21:30,2023-02-01 00:30:30,2023-02-01 01:28:30,58.0,Financial District,Long Island City (Queens),5,Completed,,DRV_AE7B36,CUST_491986D
1170,10.21,2.56,2023-01-29 08:28:52,2023-01-29 08:34:52,2023-01-29 08:46:52,12.0,SoHo,Williamsburg (Brooklyn),5,Completed,,DRV_BB3328,CUST_F500D23
1171,25.04,8.38,2023-01-27 00:15:19,2023-01-27 00:24:19,2023-01-27 01:10:19,46.0,Bay Ridge (Brooklyn),JFK Airport,4,Completed,,DRV_8D4F25,CUST_34CE86F
1172,22.77,9.91,2023-03-10 02:59:29,2023-03-10 03:14:29,2023-03-10 03:56:29,42.0,Midtown Manhattan,JFK Airport,5,Completed,,DRV_4860A3,CUST_3AD5708
1173,32.4,11.12,2023-02-03 05:44:07,2023-02-03 05:45:07,2023-02-03 06:42:07,57.0,Forest Hills (Queens),Financial District,4,Completed,,DRV_FBBC6E,CUST_4EA1F19
1174,36.58,11.32,2023-01-11 10:49:11,2023-01-11 11:03:11,2023-01-11 12:25:11,82.0,JFK Airport,Greenwich Village,5,Completed,,DRV_B2387C,CUST_316D6F7
1175,19.98,6.46,2023-01-16 23:46:11,2023-01-16 23:59:11,2023-01-17 00:18:11,19.0,Forest Hills (Queens),JFK Airport,4,Completed,,DRV_723AFB,CUST_081EEE8
1176,15.25,5.35,2023-03-26 07:09:21,2023-03-26 07:11:21,2023-03-26 07:37:21,26.0,The Bronx (Residential),Bay Ridge (Brooklyn),5,Completed,,DRV_50FE39,CUST_5CE9D27
1177,16.43,6.46,2023-01-20 11:28:35,2023-01-20 11:42:35,2023-01-20 12:26:35,44.0,Park Slope (Brooklyn),Forest Hills (Queens),4,Completed,,DRV_4AA321,CUST_941190F
1178,27.53,9.06,2023-03-18 00:09:53,2023-03-18 00:14:53,2023-03-18 00:44:53,30.0,Staten Island (Residential),Williamsburg (Brooklyn),3,Completed,,DRV_CDAF76,CUST_BC6A9C8
1179,93.26,34.11,2023-01-02 09:40:17,2023-01-02 09:55:17,2023-01-02 12:15:17,140.0,Midtown Manhattan,Staten Island (Residential),5,Completed,,DRV_FB7930,CUST_7D6AB56
1180,20.25,7.2,2023-02-06 06:05:42,2023-02-06 06:17:42,2023-02-06 06:57:42,40.0,Harlem (Manhattan),Williamsburg (Brooklyn),4,Completed,,DRV_DBA4AE,CUST_F704AF8
1181,21.56,9.23,2023-03-07 12:20:06,2023-03-07 12:24:06,2023-03-07 12:49:06,25.0,Riverdale (Bronx),Financial District,3,Completed,,DRV_4CC021,CUST_8127A4A
1182,59.67,20.78,2023-01-15 03:47:31,2023-01-15 03:49:31,2023-01-15 04:49:31,60.0,Financial District,LaGuardia Airport (LGA),4,Cancelled_by_Driver,Driver,DRV_9EB045,CUST_A49F2BF
1183,81.83,32.14,2023-03-13 20:05:25,2023-03-13 20:19:25,2023-03-13 22:05:25,106.0,Harlem (Manhattan),SoHo,4,Completed,,DRV_444BD2,CUST_1A7417B
1184,22.84,7.61,2023-03-17 16:13:37,2023-03-17 16:14:37,2023-03-17 16:59:37,45.0,Midtown Manhattan,Staten Island (Residential),4,Completed,,DRV_36B4A7,CUST_2EB44AA
1185,8.71,2.2,2023-02-07 09:34:54,2023-02-07 09:40:54,2023-02-07 10:08:54,28.0,Newark Liberty Airport (EWR),The Bronx (Residential),3,Completed,,DRV_CDFBF9,CUST_B43B4C9
1186,30.08,9.28,2023-01-13 04:32:41,2023-01-13 04:47:41,2023-01-13 05:51:41,64.0,Newark Liberty Airport (EWR),Flushing (Queens),5,Completed,,DRV_A3F189,CUST_46FE9DD
1187,23.04,8.46,2023-03-27 18:22:15,2023-03-27 18:36:15,2023-03-27 19:23:15,47.0,Staten Island (Residential),Forest Hills (Queens),4,Completed,,DRV_7A0637,CUST_0CD88BF
1188,16.03,4.59,2023-01-11 15:29:48,2023-01-11 15:33:48,2023-01-11 15:55:48,22.0,Financial District,LaGuardia Airport (LGA),5,Completed,,DRV_02C004,CUST_66AA0D7
1189,34.08,18.88,2023-01-18 07:42:33,2023-01-18 07:44:33,2023-01-18 09:13:33,89.0,SoHo,Park Slope (Brooklyn),3,Completed,,DRV_1F94F5,CUST_55F86C1
1190,12.48,3.91,2023-01-08 11:11:41,2023-01-08 11:17:41,2023-01-08 11:44:41,27.0,Long Island City (Queens),SoHo,5,Completed,,DRV_108E34,CUST_83C11C9
1191,27.33,5.62,2023-02-11 01:00:20,2023-02-11 01:09:20,2023-02-11 01:45:20,36.0,Flushing (Queens),Harlem (Manhattan),3,Completed,,DRV_F08B1D,CUST_F51DD6F
1192,32.39,8.67,2023-03-08 22:47:57,2023-03-08 22:48:57,2023-03-08 23:14:57,26.0,LaGuardia Airport (LGA),Flushing (Queens),5,Completed,,DRV_2DA70E,CUST_E30DD68
1193,39.71,10.7,2023-03-18 00:00:39,2023-03-18 00:05:39,2023-03-18 01:06:39,61.0,Bay Ridge (Brooklyn),Riverdale (Bronx),4,Completed,,DRV_74209D,CUST_000CA99
1194,46.47,17.41,2023-02-18 03:06:49,2023-02-18 03:11:49,2023-02-18 03:57:49,46.0,Long Island City (Queens),Harlem (Manhattan),3,Completed,,DRV_EB8599,CUST_83E53A4
1195,15.86,5.25,2023-01-27 03:48:41,2023-01-27 04:00:41,2023-01-27 04:44:41,44.0,JFK Airport,SoHo,4,Cancelled_by_Customer,Customer,DRV_449D71,CUST_9E8F067
1196,19.6,5.43,2023-01-20 21:18:17,2023-01-20 21:22:17,2023-01-20 21:58:17,36.0,The Bronx (Residential),Staten Island (Residential),5,Completed,,DRV_71438F,CUST_25BE483
1197,31.1,10.31,2023-03-22 23:21:54,2023-03-22 23:31:54,2023-03-23 00:20:54,49.0,SoHo,Park Slope (Brooklyn),5,Completed,,DRV_596F07,CUST_07A05F2
1198,7.55,1.47,2023-01-13 07:48:51,2023-01-13 07:59:51,2023-01-13 08:23:51,24.0,Forest Hills (Queens),Park Slope (Brooklyn),4,Completed,,DRV_F5E18E,CUST_CA96FB8
1199,14.03,6.52,2023-03-07 07:01:05,2023-03-07 07:11:05,2023-03-07 07:43:05,32.0,Financial District,Riverdale (Bronx),4,Completed,,DRV_6CC9B4,CUST_4A162F8
1200,16.02,5.67,2023-01-24 12:59:45,2023-01-24 13:09:45,2023-01-24 13:49:45,40.0,The Bronx (Residential),Midtown Manhattan,5,Completed,,DRV_811C5D,CUST_5E1881A
1201,14.91,4.28,2023-03-30 19:46:35,2023-03-30 19:47:35,2023-03-30 20:10:35,23.0,Riverdale (Bronx),Park Slope (Brooklyn),5,Completed,,DRV_AA719F,CUST_3D2DD65
1202,27.72,10.65,2023-02-11 11:19:48,2023-02-11 11:24:48,2023-02-11 12:05:48,41.0,Flushing (Queens),LaGuardia Airport (LGA),5,Completed,,DRV_DBCA72,CUST_E5B6F75
1203,15.06,5.73,2023-02-17 08:10:01,2023-02-17 08:13:01,2023-02-17 08:43:01,30.0,Park Slope (Brooklyn),Riverdale (Bronx),5,Completed,,DRV_0C28F1,CUST_4FE630E
1204,14.02,5.29,2023-03-02 19:41:17,2023-03-02 19:51:17,2023-03-02 20:35:17,44.0,Park Slope (Brooklyn),Riverdale (Bronx),5,Cancelled_by_Customer,Customer,DRV_7DEDA8,CUST_EA08639
1205,8.45,1.73,2023-01-13 18:19:52,2023-01-13 18:30:52,2023-01-13 18:55:52,25.0,SoHo,Newark Liberty Airport (EWR),5,Completed,,DRV_108E34,CUST_EDFBEFD
1206,13.24,6.38,2023-03-21 07:03:17,2023-03-21 07:07:17,2023-03-21 08:13:17,66.0,Bay Ridge (Brooklyn),Midtown Manhattan,5,Completed,,DRV_0062D5,CUST_9B6AD97
1207,23.0,4.66,2023-01-28 17:57:37,2023-01-28 18:05:37,2023-01-28 18:32:37,27.0,Newark Liberty Airport (EWR),Harlem (Manhattan),4,Completed,,DRV_8D4F25,CUST_CFF2881
1208,27.01,11.71,2023-02-10 03:37:25,2023-02-10 03:46:25,2023-02-10 05:11:25,85.0,Bay Ridge (Brooklyn),Upper East Side (Manhattan),5,Cancelled_by_Customer,Customer,DRV_110CA4,CUST_ADB38CE
1209,11.51,3.24,2023-02-06 22:09:49,2023-02-06 22:21:49,2023-02-06 22:48:49,27.0,Newark Liberty Airport (EWR),Long Island City (Queens),3,Completed,,DRV_5AD549,CUST_17F1A8E
1210,32.77,9.48,2023-03-19 20:45:13,2023-03-19 20:57:13,2023-03-19 21:33:13,36.0,Flushing (Queens),SoHo,4,Cancelled_by_Customer,Customer,DRV_79C0FA,CUST_B995CE3
1211,15.97,4.37,2023-03-11 05:53:37,2023-03-11 06:01:37,2023-03-11 06:16:37,15.0,LaGuardia Airport (LGA),Long Island City (Queens),4,Completed,,DRV_7FE152,CUST_EA8F22E
1212,8.09,2.08,2023-02-11 04:21:14,2023-02-11 04:32:14,2023-02-11 04:40:14,8.0,Newark Liberty Airport (EWR),Staten Island (Residential),5,Completed,,DRV_4232FD,CUST_7D0BB17
1213,22.48,8.55,2023-02-16 22:48:48,2023-02-16 22:53:48,2023-02-16 23:40:48,47.0,Harlem (Manhattan),Williamsburg (Brooklyn),3,Completed,,DRV_31A93D,CUST_7DCF0E8
1214,5.17,0.92,2023-01-01 00:42:30,2023-01-01 00:48:30,2023-01-01 01:07:30,19.0,Long Island City (Queens),Newark Liberty Airport (EWR),5,Completed,,DRV_38E095,CUST_BD5097C
1215,36.91,11.79,2023-03-04 10:09:53,2023-03-04 10:11:53,2023-03-04 11:06:53,55.0,Staten Island (Residential),Long Island City (Queens),4,Completed,,DRV_3A0625,CUST_67E142D
1216,18.79,8.95,2023-03-04 08:12:04,2023-03-04 08:17:04,2023-03-04 08:47:04,30.0,Staten Island (Residential),Greenwich Village,5,Completed,,DRV_923C6A,CUST_6131D27
1217,6.09,0.78,2023-01-23 19:55:27,2023-01-23 20:00:27,2023-01-23 20:12:27,12.0,Upper East Side (Manhattan),SoHo,3,Completed,,DRV_EA7B2A,CUST_586ED27
1218,6.93,1.8,2023-01-28 03:19:18,2023-01-28 03:32:18,2023-01-28 03:39:18,7.0,LaGuardia Airport (LGA),Bay Ridge (Brooklyn),3,Completed,,DRV_27408B,CUST_7DF4724
1219,12.75,3.92,2023-01-01 16:01:39,2023-01-01 16:03:39,2023-01-01 16:20:39,17.0,Greenwich Village,Newark Liberty Airport (EWR),4,Completed,,DRV_2B22B1,CUST_8F9B7D5
1220,37.53,14.22,2023-03-28 18:00:37,2023-03-28 18:11:37,2023-03-28 19:09:37,58.0,SoHo,Williamsburg (Brooklyn),4,Completed,,DRV_08144B,CUST_C8568BC
1221,21.07,7.44,2023-03-29 07:30:17,2023-03-29 07:33:17,2023-03-29 08:39:17,66.0,Newark Liberty Airport (EWR),Bay Ridge (Brooklyn),5,Completed,,DRV_E7F42D,CUST_925E98A
1222,57.87,19.64,2023-03-12 02:17:29,2023-03-12 02:22:29,2023-03-12 04:06:29,104.0,Long Island City (Queens),Forest Hills (Queens),4,Completed,,DRV_750826,CUST_8284434
1223,22.12,4.81,2023-01-31 19:19:02,2023-01-31 19:20:02,2023-01-31 19:49:02,29.0,Financial District,Forest Hills (Queens),5,Completed,,DRV_4A3B09,CUST_0773339
1224,23.68,8.65,2023-02-24 17:54:26,2023-02-24 18:02:26,2023-02-24 18:57:26,55.0,Long Island City (Queens),Upper East Side (Manhattan),3,Completed,,DRV_CB6A3F,CUST_A7218F7
1225,21.41,10.26,2023-03-04 18:58:25,2023-03-04 19:04:25,2023-03-04 20:16:25,72.0,Forest Hills (Queens),Bay Ridge (Brooklyn),4,Completed,,DRV_444BD2,CUST_6594093
1226,16.14,2.29,2023-01-16 09:25:46,2023-01-16 09:27:46,2023-01-16 09:51:46,24.0,JFK Airport,LaGuardia Airport (LGA),5,Completed,,DRV_A3F189,CUST_942FA22
1227,29.33,11.61,2023-02-08 13:46:45,2023-02-08 13:57:45,2023-02-08 14:49:45,52.0,Newark Liberty Airport (EWR),LaGuardia Airport (LGA),5,Completed,,DRV_96CD1C,CUST_9624AF9
1228,25.27,11.65,2023-02-03 03:40:26,2023-02-03 03:53:26,2023-02-03 05:13:26,80.0,Riverdale (Bronx),Long Island City (Queens),5,No_Show_Customer,Customer,DRV_C4401A,CUST_063BE1E
1229,22.05,10.09,2023-01-28 05:38:15,2023-01-28 05:44:15,2023-01-28 06:35:15,51.0,JFK Airport,Park Slope (Brooklyn),4,Completed,,DRV_DEA132,CUST_AB6DF48
1230,15.75,6.26,2023-03-27 23:17:59,2023-03-27 23:32:59,2023-03-27 23:57:59,25.0,Staten Island (Residential),Park Slope (Brooklyn),4,Completed,,DRV_7CDB7B,CUST_0254949
1231,67.37,21.28,2023-01-15 14:19:59,2023-01-15 14:28:59,2023-01-15 15:52:59,84.0,Riverdale (Bronx),Financial District,3,Completed,,DRV_C4401A,CUST_B36F29C
1232,24.94,10.02,2023-03-22 07:29:08,2023-03-22 07:41:08,2023-03-22 08:51:08,70.0,Upper East Side (Manhattan),JFK Airport,5,Completed,,DRV_0F6AC4,CUST_4E9BE95
1233,17.72,1.77,2023-02-27 09:37:51,2023-02-27 09:51:51,2023-02-27 10:07:51,16.0,Staten Island (Residential),Greenwich Village,5,Completed,,DRV_27408B,CUST_9CE4100
1234,26.23,11.14,2023-03-02 04:40:41,2023-03-02 04:49:41,2023-03-02 06:01:41,72.0,Greenwich Village,Staten Island (Residential),5,Completed,,DRV_A18BD0,CUST_ED06E31
1235,17.56,4.77,2023-01-28 22:48:56,2023-01-28 22:56:56,2023-01-28 23:13:56,17.0,Riverdale (Bronx),JFK Airport,4,Completed,,DRV_8F9822,CUST_D7154BF
1236,16.96,7.51,2023-03-24 21:36:02,2023-03-24 21:37:02,2023-03-24 22:24:02,47.0,JFK Airport,Riverdale (Bronx),3,Completed,,DRV_B134FB,CUST_BD9108C
1237,13.2,3.99,2023-01-11 05:59:20,2023-01-11 06:12:20,2023-01-11 06:39:20,27.0,Newark Liberty Airport (EWR),SoHo,5,Completed,,DRV_C8A683,CUST_FA5DAE7
1238,58.9,28.96,2023-01-24 01:08:36,2023-01-24 01:23:36,2023-01-24 03:33:36,130.0,Staten Island (Residential),Newark Liberty Airport (EWR),5,Completed,,DRV_39C994,CUST_42D90CA
1239,35.03,10.9,2023-02-07 03:06:44,2023-02-07 03:09:44,2023-02-07 03:43:44,34.0,Long Island City (Queens),Financial District,5,Completed,,DRV_4AA321,CUST_B71A177
1240,41.08,10.41,2023-03-02 21:28:48,2023-03-02 21:30:48,2023-03-02 22:27:48,57.0,Upper East Side (Manhattan),Financial District,4,Completed,,DRV_F08B1D,CUST_C57FE97
1241,13.73,3.79,2023-03-01 09:04:51,2023-03-01 09:17:51,2023-03-01 09:53:51,36.0,Upper East Side (Manhattan),Williamsburg (Brooklyn),4,Completed,,DRV_2E25D9,CUST_3F56004
1242,13.05,3.42,2023-01-23 10:30:01,2023-01-23 10:35:01,2023-01-23 10:57:01,22.0,Park Slope (Brooklyn),Financial District,4,Completed,,DRV_DE2F7C,CUST_ED4C979
1243,20.99,9.58,2023-02-14 11:29:54,2023-02-14 11:44:54,2023-02-14 12:11:54,27.0,Harlem (Manhattan),Riverdale (Bronx),5,Completed,,DRV_FEBA02,CUST_536ECE9
1244,12.23,3.52,2023-02-15 12:27:32,2023-02-15 12:34:32,2023-02-15 13:06:32,32.0,Greenwich Village,Bay Ridge (Brooklyn),5,Completed,,DRV_BB881B,CUST_52B7C15
1245,25.68,10.65,2023-01-23 02:09:55,2023-01-23 02:15:55,2023-01-23 03:03:55,48.0,Williamsburg (Brooklyn),Financial District,4,Completed,,DRV_BF043F,CUST_C03D9E8
1246,5.59,1.17,2023-03-31 09:18:03,2023-03-31 09:19:03,2023-03-31 09:28:03,9.0,Bay Ridge (Brooklyn),Financial District,5,Completed,,DRV_CFD122,CUST_21CA87B
1247,13.2,3.6,2023-02-11 00:24:37,2023-02-11 00:38:37,2023-02-11 00:48:37,10.0,JFK Airport,Park Slope (Brooklyn),4,Completed,,DRV_5B343F,CUST_7B49C97
1248,88.7,28.4,2023-02-09 02:02:30,2023-02-09 02:10:30,2023-02-09 03:33:30,83.0,Park Slope (Brooklyn),Riverdale (Bronx),4,Completed,,DRV_3ABD37,CUST_411B067
1249,15.84,5.21,2023-03-05 07:42:08,2023-03-05 07:56:08,2023-03-05 08:17:08,21.0,SoHo,Newark Liberty Airport (EWR),5,Completed,,DRV_E078EC,CUST_6F171EF
1250,52.28,29.54,2023-01-16 05:48:30,2023-01-16 06:00:30,2023-01-16 07:42:30,102.0,Flushing (Queens),SoHo,3,Completed,,DRV_27BE7D,CUST_ACE9055
1251,10.51,0.84,2023-01-14 09:10:59,2023-01-14 09:18:59,2023-01-14 09:26:59,8.0,Flushing (Queens),Bay Ridge (Brooklyn),4,Completed,,DRV_1BDBAF,CUST_52B3E86
1252,22.36,9.36,2023-01-16 05:45:14,2023-01-16 05:59:14,2023-01-16 06:54:14,55.0,Forest Hills (Queens),Flushing (Queens),4,Completed,,DRV_BE2C91,CUST_2428613
1253,36.98,11.2,2023-02-17 16:58:17,2023-02-17 17:01:17,2023-02-17 17:33:17,32.0,LaGuardia Airport (LGA),Bay Ridge (Brooklyn),3,Completed,,DRV_46431C,CUST_401C7C2
1254,46.36,22.82,2023-01-31 16:52:49,2023-01-31 16:58:49,2023-01-31 18:16:49,78.0,Midtown Manhattan,Staten Island (Residential),3,No_Show_Customer,Customer,DRV_5D2B09,CUST_BC1169E
1255,24.52,10.3,2023-02-28 14:56:23,2023-02-28 15:01:23,2023-02-28 16:08:23,67.0,Flushing (Queens),Forest Hills (Queens),1,Cancelled_by_Customer,Customer,DRV_5B343F,CUST_C451616
1256,5.94,0.57,2023-03-11 02:53:55,2023-03-11 03:05:55,2023-03-11 03:16:55,11.0,Flushing (Queens),Long Island City (Queens),4,Completed,,DRV_C8EA80,CUST_F14F2A3
1257,19.1,7.8,2023-01-17 11:27:06,2023-01-17 11:37:06,2023-01-17 12:14:06,37.0,Park Slope (Brooklyn),LaGuardia Airport (LGA),5,Completed,,DRV_43178B,CUST_D633DA7
1258,26.43,8.93,2023-03-14 01:15:34,2023-03-14 01:20:34,2023-03-14 02:12:34,52.0,JFK Airport,Newark Liberty Airport (EWR),3,Completed,,DRV_69069E,CUST_0E2757F
1259,11.02,2.07,2023-01-03 11:05:28,2023-01-03 11:11:28,2023-01-03 11:31:28,20.0,Newark Liberty Airport (EWR),SoHo,2,Completed,,DRV_A8FFA4,CUST_C71DE89
1260,26.24,7.67,2023-03-17 15:15:33,2023-03-17 15:20:33,2023-03-17 15:56:33,36.0,Staten Island (Residential),Bay Ridge (Brooklyn),4,Completed,,DRV_5BB751,CUST_117546D
1261,13.36,3.37,2023-01-03 01:21:48,2023-01-03 01:24:48,2023-01-03 01:45:48,21.0,Riverdale (Bronx),Forest Hills (Queens),5,Completed,,DRV_561A6F,CUST_C866CB2
1262,15.6,5.47,2023-01-21 20:23:52,2023-01-21 20:30:52,2023-01-21 20:50:52,20.0,Park Slope (Brooklyn),JFK Airport,4,Completed,,DRV_5107AA,CUST_519DFB7
1263,10.34,3.03,2023-03-11 11:45:07,2023-03-11 11:56:07,2023-03-11 12:09:07,13.0,Staten Island (Residential),Forest Hills (Queens),4,Cancelled_by_Customer,Customer,DRV_9B7D06,CUST_3120F78
1264,79.17,31.67,2023-03-21 22:33:25,2023-03-21 22:45:25,2023-03-22 02:11:25,206.0,LaGuardia Airport (LGA),Greenwich Village,4,Completed,,DRV_6C4B58,CUST_ECDB49C
1265,16.91,6.58,2023-02-04 07:51:40,2023-02-04 08:02:40,2023-02-04 09:00:40,58.0,The Bronx (Residential),Midtown Manhattan,4,Completed,,DRV_F2A554,CUST_725ACB8
1266,25.93,11.51,2023-03-05 05:16:14,2023-03-05 05:25:14,2023-03-05 06:23:14,58.0,Upper East Side (Manhattan),Flushing (Queens),5,Completed,,DRV_EB7FB2,CUST_4AA010A
1267,21.23,6.72,2023-02-21 10:53:42,2023-02-21 11:08:42,2023-02-21 11:55:42,47.0,Staten Island (Residential),Newark Liberty Airport (EWR),5,Cancelled_by_Driver,Driver,DRV_8A36F9,CUST_5D313C4
1268,19.4,8.38,2023-03-02 14:43:52,2023-03-02 14:50:52,2023-03-02 16:08:52,78.0,Greenwich Village,JFK Airport,3,Completed,,DRV_E5A9CF,CUST_EA688ED
1269,21.66,7.5,2023-01-01 09:30:16,2023-01-01 09:41:16,2023-01-01 10:21:16,40.0,Upper East Side (Manhattan),Bay Ridge (Brooklyn),4,Completed,,DRV_08DA5E,CUST_4AC5D26
